time,provider,network_type,accuracy,latitude,longitude,altitude,bearing,speed,travelstate,times,date,location,extracted_location,road_name,building_name,city_name,full_address_extracted
1367316852,network,wifi,39.986,43.70615,-72.28329,0.0,0.0,0.0,stationary,2013-04-30 10:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367319252,network,wifi,37.148,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 10:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367320452,network,wifi,33.331,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-04-30 11:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367322852,network,wifi,39.568,43.70613,-72.28329,0.0,0.0,0.0,stationary,2013-04-30 11:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367324052,network,wifi,52.476,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-04-30 12:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367326452,network,wifi,34.09,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-04-30 12:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367327652,network,wifi,37.293,43.70613,-72.28331,0.0,0.0,0.0,stationary,2013-04-30 13:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367330052,network,wifi,32.229,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-04-30 13:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367331252,network,wifi,35.274,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-04-30 14:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367333652,network,wifi,35.438,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 14:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367334852,network,wifi,36.25,43.70613,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 15:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367337252,network,wifi,33.545,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-04-30 15:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367338454,network,wifi,64.846,43.70305,-72.29064,0.0,0.0,0.0,moving,2013-04-30 16:14:14,2013-04-30,"Class of 1953 Commons, 6 Mass Row, Hanover, NH 03755, United States of America",,,,,
1367339653,network,wifi,20.0,43.70296,-72.29085,0.0,0.0,0.0,moving,2013-04-30 16:34:13,2013-04-30,"Dartmouth College, Boathouse Road, Hanover, NH 03755, United States of America",,,,,
1367340852,network,wifi,26.913,43.70293,-72.29094,0.0,0.0,0.0,moving,2013-04-30 16:54:12,2013-04-30,"Dartmouth College, Boathouse Road, Hanover, NH 03755, United States of America",,,,,
1367342052,network,wifi,20.0,43.70293,-72.29084,0.0,0.0,0.0,stationary,2013-04-30 17:14:12,2013-04-30,"Dartmouth College, Boathouse Road, Hanover, NH 03755, United States of America",,,,,
1367342053,network,wifi,20.0,43.70294,-72.29084,0.0,0.0,0.0,stationary,2013-04-30 17:14:13,2013-04-30,"Sarner Underground, 6 Mass Row, Hanover, NH 03755, United States of America",,,,,
1367344453,network,wifi,35.075,43.70614,-72.28332,0.0,0.0,0.0,moving,2013-04-30 17:54:13,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367345652,network,wifi,33.982,43.70616,-72.28331,0.0,0.0,0.0,moving,2013-04-30 18:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367346852,network,wifi,41.493,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-04-30 18:34:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367348052,network,wifi,34.052,43.70616,-72.28332,0.0,0.0,0.0,stationary,2013-04-30 18:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367349252,network,wifi,35.18,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-04-30 19:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367350452,network,wifi,34.678,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 19:34:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367351652,network,wifi,41.547,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-04-30 19:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367352852,network,wifi,35.3,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 20:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367354052,network,wifi,35.703,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 20:34:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367355252,network,wifi,41.423,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-04-30 20:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367356452,network,wifi,35.474,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 21:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367357652,network,wifi,39.619,43.70614,-72.28329,0.0,0.0,0.0,stationary,2013-04-30 21:34:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367358852,network,wifi,40.205,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 21:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367360052,network,wifi,32.786,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 22:14:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367361252,network,wifi,32.835,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-04-30 22:34:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367362452,network,wifi,34.532,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-04-30 22:54:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367363652,network,wifi,30.421,43.70619,-72.28333,0.0,0.0,0.0,stationary,2013-04-30 23:14:12,2013-04-30,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1367364852,network,wifi,33.606,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-04-30 23:34:12,2013-04-30,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367366052,network,wifi,32.975,43.70617,-72.2833,0.0,0.0,0.0,stationary,2013-04-30 23:54:12,2013-04-30,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1367367252,network,wifi,36.933,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 00:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367368452,network,wifi,37.388,43.70612,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 00:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367369652,network,wifi,22.0,43.70666,-72.28722,0.0,0.0,0.0,moving,2013-05-01 00:54:12,2013-05-01,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1367370855,network,wifi,96.638,43.70553,-72.28717,0.0,0.0,0.0,moving,2013-05-01 01:14:15,2013-05-01,"Fairchild Physical Sciences Center, 19 Fayerweather Hill Road, Hanover, NH 03755, United States of America",,,,,
1367372052,network,wifi,40.22,43.70615,-72.2833,0.0,0.0,0.0,moving,2013-05-01 01:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367373252,network,wifi,40.624,43.70615,-72.2833,0.0,0.0,0.0,moving,2013-05-01 01:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367374452,network,wifi,35.941,43.70614,-72.28328,0.0,0.0,0.0,stationary,2013-05-01 02:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367375652,network,wifi,34.887,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 02:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367376852,network,wifi,40.804,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 02:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367378052,network,wifi,34.232,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 03:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367379252,network,wifi,33.752,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 03:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367380452,network,wifi,33.451,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 03:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367381652,network,wifi,34.054,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 04:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367382852,network,wifi,32.357,43.70615,-72.28334,0.0,0.0,0.0,stationary,2013-05-01 04:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367384052,network,wifi,33.624,43.70614,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 04:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367385252,network,wifi,33.579,43.70616,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 05:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367386452,network,wifi,34.894,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 05:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367387652,network,wifi,33.036,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 05:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367388852,network,wifi,32.677,43.70617,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 06:14:12,2013-05-01,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1367390052,network,wifi,32.873,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 06:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367391252,network,wifi,34.81,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 06:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367392452,network,wifi,33.853,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 07:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367393652,network,wifi,33.194,43.70616,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 07:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367394852,network,wifi,34.792,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 07:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367396052,network,wifi,33.744,43.70616,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 08:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367397252,network,wifi,32.334,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 08:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367398452,network,wifi,33.661,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 08:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367399652,network,wifi,34.485,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 09:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367400852,network,wifi,34.499,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 09:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367402052,network,wifi,35.063,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 09:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367403252,network,wifi,31.459,43.70616,-72.28334,0.0,0.0,0.0,stationary,2013-05-01 10:14:12,2013-05-01,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1367404452,network,wifi,31.894,43.70618,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 10:34:12,2013-05-01,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1367405652,network,wifi,34.86,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 10:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367406852,network,wifi,32.912,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 11:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367408052,network,wifi,32.399,43.70616,-72.28334,0.0,0.0,0.0,stationary,2013-05-01 11:34:12,2013-05-01,"North Park Street, Hanover, NH 03755, United States of America",,,,,
1367409252,network,wifi,35.281,43.70616,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 11:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367410452,network,wifi,32.317,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 12:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367411652,network,wifi,33.928,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 12:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367412852,network,wifi,42.22,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 12:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367414052,network,wifi,33.987,43.70616,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 13:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367415252,network,wifi,31.325,43.70616,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 13:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367416452,network,wifi,40.988,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 13:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367417652,network,wifi,67.603,43.70895,-72.28409,0.0,0.0,0.0,moving,2013-05-01 14:14:12,2013-05-01,"78 College Street, Hanover, NH 03755, United States of America",,,,,
1367418852,network,wifi,40.878,43.709,-72.28415,0.0,0.0,0.0,moving,2013-05-01 14:34:12,2013-05-01,"78 College Street, Hanover, NH 03755, United States of America",,,,,
1367420052,network,wifi,75.067,43.70904,-72.28415,0.0,0.0,0.0,stationary,2013-05-01 14:54:12,2013-05-01,"78 College Street, Hanover, NH 03755, United States of America",,,,,
1367421252,network,wifi,47.615,43.70667,-72.28342,0.0,0.0,0.0,moving,2013-05-01 15:14:12,2013-05-01,"22 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367422452,network,wifi,41.72,43.70614,-72.28332,0.0,0.0,0.0,moving,2013-05-01 15:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367423652,network,wifi,35.383,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 15:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367424852,network,wifi,36.855,43.70613,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 16:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367426052,network,wifi,35.217,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 16:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367427252,network,wifi,36.191,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 16:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367428452,network,wifi,36.702,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 17:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367429652,network,wifi,36.503,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 17:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367430852,network,wifi,35.317,43.70613,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 17:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367432052,network,wifi,35.659,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-05-01 18:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367433252,network,wifi,40.25,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 18:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367434452,network,wifi,36.232,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 18:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367435652,network,wifi,35.802,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 19:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367436852,network,wifi,35.097,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 19:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367438053,network,wifi,22.694,43.70611,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 19:54:13,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367439252,network,wifi,35.572,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 20:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367440452,network,wifi,34.528,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 20:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367441652,network,wifi,34.839,43.70613,-72.28331,0.0,0.0,0.0,stationary,2013-05-01 20:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367442852,network,wifi,39.398,43.70614,-72.28329,0.0,0.0,0.0,stationary,2013-05-01 21:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367444052,network,wifi,35.171,43.70613,-72.2833,0.0,0.0,0.0,stationary,2013-05-01 21:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367445252,network,wifi,20.0,43.70611,-72.28329,0.0,0.0,0.0,stationary,2013-05-01 21:54:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367446452,network,wifi,41.109,43.70612,-72.28332,0.0,0.0,0.0,stationary,2013-05-01 22:14:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367447652,network,wifi,39.615,43.70613,-72.28329,0.0,0.0,0.0,stationary,2013-05-01 22:34:12,2013-05-01,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367450052,network,wifi,38.219,43.7066,-72.28706,0.0,0.0,0.0,moving,2013-05-01 23:14:12,2013-05-01,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1367451252,network,wifi,20.0,43.70663,-72.28706,0.0,0.0,0.0,moving,2013-05-01 23:34:12,2013-05-01,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1367452452,network,wifi,20.0,43.7066,-72.28706,0.0,0.0,0.0,stationary,2013-05-01 23:54:12,2013-05-01,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1367453652,network,wifi,20.0,43.7066,-72.28708,0.0,0.0,0.0,stationary,2013-05-02 00:14:12,2013-05-02,"Sudikoff Hall, 9 Maynard Street, Hanover, NH 03755, United States of America",,,,,
1367454852,network,wifi,22.979,43.7061,-72.28325,0.0,0.0,0.0,moving,2013-05-02 00:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367456052,network,wifi,34.449,43.70615,-72.28331,0.0,0.0,0.0,moving,2013-05-02 00:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367457252,network,wifi,35.211,43.70614,-72.28334,0.0,0.0,0.0,stationary,2013-05-02 01:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367458452,network,wifi,33.729,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 01:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367459652,network,wifi,32.2,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 01:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367460852,network,wifi,37.141,43.70613,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 02:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367462052,network,wifi,33.496,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 02:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367463252,network,wifi,34.575,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-05-02 02:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367464452,network,wifi,35.029,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 03:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367465652,network,wifi,35.077,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 03:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367466852,network,wifi,40.998,43.70616,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 03:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367468052,network,wifi,42.602,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-05-02 04:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367469252,network,wifi,36.392,43.70613,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 04:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367470452,network,wifi,40.616,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 04:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367471652,network,wifi,36.756,43.70613,-72.28328,0.0,0.0,0.0,stationary,2013-05-02 05:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367472852,network,wifi,35.048,43.70615,-72.28329,0.0,0.0,0.0,stationary,2013-05-02 05:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367474052,network,wifi,34.948,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 05:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367476452,network,wifi,34.396,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 06:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367477652,network,wifi,34.371,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 06:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367478852,network,wifi,35.841,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 07:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367480052,network,wifi,40.869,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 07:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367481252,network,wifi,39.633,43.70615,-72.28329,0.0,0.0,0.0,stationary,2013-05-02 07:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367482452,network,wifi,33.835,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 08:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367483652,network,wifi,32.886,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 08:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367484852,network,wifi,40.362,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 08:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367486052,network,wifi,25.928,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 09:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367487252,network,wifi,42.048,43.70615,-72.28333,0.0,0.0,0.0,stationary,2013-05-02 09:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367488452,network,wifi,40.927,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 09:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367489652,network,wifi,33.901,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 10:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367490852,network,wifi,20.0,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 10:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367492052,network,wifi,35.856,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 10:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367493252,network,wifi,33.637,43.70614,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 11:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367494452,network,wifi,35.236,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 11:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367495652,network,wifi,33.295,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 11:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367496852,network,wifi,33.003,43.70615,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 12:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367498052,network,wifi,39.943,43.70614,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 12:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367499252,network,wifi,34.109,43.70614,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 12:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367500452,network,wifi,33.752,43.70613,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 13:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367501652,network,wifi,32.838,43.70615,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 13:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367502852,network,wifi,40.593,43.70615,-72.2833,0.0,0.0,0.0,stationary,2013-05-02 13:54:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367504052,network,wifi,36.128,43.70613,-72.28332,0.0,0.0,0.0,stationary,2013-05-02 14:14:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
1367505252,network,wifi,20.0,43.7061,-72.28331,0.0,0.0,0.0,stationary,2013-05-02 14:34:12,2013-05-02,"18 North Park Street, Hanover, NH 03755, United States of America",,,,,
